pkey,pkey_cat,icd9_code,icd10_code,flags
0208-A208,icd9-icd10,0208,A208,10000
0209-A209,icd9-icd10,0209,A209,00000
0210-A210,icd9-icd10,0210,A210,00000
0211-A213,icd9-icd10,0211,A213,10000
0212-A212,icd9-icd10,0212,A212,00000
0213-A211,icd9-icd10,0213,A211,00000
0218-A217,icd9-icd10,0218,A217,10000
0218-A218,icd9-icd10,0218,A218,10000
0219-A219,icd9-icd10,0219,A219,00000
0220-A220,icd9-icd10,0220,A220,00000
0221-A221,icd9-icd10,0221,A221,10000
0222-A222,icd9-icd10,0222,A222,00000
0223-A227,icd9-icd10,0223,A227,10000
0228-A228,icd9-icd10,0228,A228,00000
0229-A229,icd9-icd10,0229,A229,00000
0230-A230,icd9-icd10,0230,A230,00000
0231-A231,icd9-icd10,0231,A231,00000
0232-A232,icd9-icd10,0232,A232,00000
0233-A233,icd9-icd10,0233,A233,00000
0238-A238,icd9-icd10,0238,A238,00000
0239-A239,icd9-icd10,0239,A239,00000
024-A240,icd9-icd10,024,A240,00000
025-A243,icd9-icd10,025,A243,10000
025-A249,icd9-icd10,025,A249,10000
0260-A250,icd9-icd10,0260,A250,00000
0261-A251,icd9-icd10,0261,A251,00000
0269-A259,icd9-icd10,0269,A259,00000
0270-A3211,icd9-icd10,0270,A3211,10000
0270-A3212,icd9-icd10,0270,A3212,10000
0270-A327,icd9-icd10,0270,A327,10000
0270-A3281,icd9-icd10,0270,A3281,10000
0270-A3289,icd9-icd10,0270,A3289,10000
0270-A329,icd9-icd10,0270,A329,10000
0271-A267,icd9-icd10,0271,A267,10000
0271-A268,icd9-icd10,0271,A268,10000
0271-A269,icd9-icd10,0271,A269,10000
0272-A280,icd9-icd10,0272,A280,00000
0278-A288,icd9-icd10,0278,A288,10000
0279-A289,icd9-icd10,0279,A289,00000
0300-A305,icd9-icd10,0300,A305,00000
0301-A301,icd9-icd10,0301,A301,00000
0302-A300,icd9-icd10,0302,A300,00000
0303-A303,icd9-icd10,0303,A303,10000
0308-A308,icd9-icd10,0308,A308,00000
0309-A309,icd9-icd10,0309,A309,00000
0310-A310,icd9-icd10,0310,A310,00000
0311-A311,icd9-icd10,0311,A311,00000
0312-A312,icd9-icd10,0312,A312,00000
0318-A318,icd9-icd10,0318,A318,00000
0319-A319,icd9-icd10,0319,A319,00000
0320-A360,icd9-icd10,0320,A360,00000
0321-A361,icd9-icd10,0321,A361,00000
0322-A3689,icd9-icd10,0322,A3689,10000
0323-A362,icd9-icd10,0323,A362,00000
03281-A3686,icd9-icd10,03281,A3686,00000
03282-A3681,icd9-icd10,03282,A3681,00000
03283-A3689,icd9-icd10,03283,A3689,10000
03284-A3685,icd9-icd10,03284,A3685,00000
03285-A363,icd9-icd10,03285,A363,00000
03289-A3682,icd9-icd10,03289,A3682,10000
03289-A3683,icd9-icd10,03289,A3683,10000
03289-A3684,icd9-icd10,03289,A3684,10000
03289-A3689,icd9-icd10,03289,A3689,10000
0329-A369,icd9-icd10,0329,A369,00000
0330-A3700,icd9-icd10,0330,A3700,10000
0331-A3710,icd9-icd10,0331,A3710,10000
0338-A3780,icd9-icd10,0338,A3780,10000
0339-A3790,icd9-icd10,0339,A3790,10000
0340-J020,icd9-icd10,0340,J020,10000
0340-J0300,icd9-icd10,0340,J0300,10000
0341-A389,icd9-icd10,0341,A389,10000
035-A46,icd9-icd10,035,A46,00000
0360-A390,icd9-icd10,0360,A390,00000
0361-A3981,icd9-icd10,0361,A3981,00000
0362-A394,icd9-icd10,0362,A394,10000
0363-A391,icd9-icd10,0363,A391,00000
03640-A3950,icd9-icd10,03640,A3950,00000
03641-A3953,icd9-icd10,03641,A3953,00000
03642-A3951,icd9-icd10,03642,A3951,00000
03643-A3952,icd9-icd10,03643,A3952,00000
03681-A3982,icd9-icd10,03681,A3982,10000
03682-A3983,icd9-icd10,03682,A3983,10000
03689-A3989,icd9-icd10,03689,A3989,00000
0369-A399,icd9-icd10,0369,A399,00000
037-A35,icd9-icd10,037,A35,00000
0380-A409,icd9-icd10,0380,A409,10000
03810-A412,icd9-icd10,03810,A412,10000
03811-A4101,icd9-icd10,03811,A4101,10000
03812-A4102,icd9-icd10,03812,A4102,10000
03819-A411,icd9-icd10,03819,A411,10000
0382-A403,icd9-icd10,0382,A403,10000
0383-A414,icd9-icd10,0383,A414,10000
03840-A4150,icd9-icd10,03840,A4150,10000
03841-A413,icd9-icd10,03841,A413,10000
03842-A4151,icd9-icd10,03842,A4151,10000
03843-A4152,icd9-icd10,03843,A4152,10000
03844-A4153,icd9-icd10,03844,A4153,10000
03849-A4159,icd9-icd10,03849,A4159,10000
0388-A4189,icd9-icd10,0388,A4189,10000
0389-A419,icd9-icd10,0389,A419,10000
0390-L081,icd9-icd10,0390,L081,10000
0391-A420,icd9-icd10,0391,A420,10000
0392-A421,icd9-icd10,0392,A421,00000
0393-A422,icd9-icd10,0393,A422,00000
0394-B479,icd9-icd10,0394,B479,10000
0398-A4281,icd9-icd10,0398,A4281,10000
0398-A4282,icd9-icd10,0398,A4282,10000
0398-A4289,icd9-icd10,0398,A4289,10000
0398-A438,icd9-icd10,0398,A438,10000
0399-A429,icd9-icd10,0399,A429,10000
0399-A439,icd9-icd10,0399,A439,10000
0399-B471,icd9-icd10,0399,B471,10000
0400-A480,icd9-icd10,0400,A480,00000
0401-A488,icd9-icd10,0401,A488,10000
0402-K9081,icd9-icd10,0402,K9081,00000
0403-A488,icd9-icd10,0403,A488,10000
04041-A4851,icd9-icd10,04041,A4851,00000
04042-A4852,icd9-icd10,04042,A4852,00000
04081-M60009,icd9-icd10,04081,M60009,10000
04082-A483,icd9-icd10,04082,A483,00000
04089-A488,icd9-icd10,04089,A488,10000
04100-B955,icd9-icd10,04100,B955,10000
04101-B950,icd9-icd10,04101,B950,00000
04102-B951,icd9-icd10,04102,B951,00000
04103-B954,icd9-icd10,04103,B954,10000
04104-B952,icd9-icd10,04104,B952,00000
04105-B954,icd9-icd10,04105,B954,10000
04109-B954,icd9-icd10,04109,B954,10000
04110-B958,icd9-icd10,04110,B958,10000
04111-B9561,icd9-icd10,04111,B9561,10000
04112-B9562,icd9-icd10,04112,B9562,10000
04119-B957,icd9-icd10,04119,B957,10000
0412-B953,icd9-icd10,0412,B953,10000
0413-B961,icd9-icd10,0413,B961,00000
04141-B9621,icd9-icd10,04141,B9621,00000
04142-B9622,icd9-icd10,04142,B9622,00000
04143-B9623,icd9-icd10,04143,B9623,00000
04149-B9620,icd9-icd10,04149,B9620,10000
04149-B9629,icd9-icd10,04149,B9629,10000
0415-B963,icd9-icd10,0415,B963,10000
0416-B964,icd9-icd10,0416,B964,00000
0417-B965,icd9-icd10,0417,B965,00000
04181-A493,icd9-icd10,04181,A493,10000
04181-B960,icd9-icd10,04181,B960,10000
04182-B966,icd9-icd10,04182,B966,00000
04183-B967,icd9-icd10,04183,B967,10000
04184-B9689,icd9-icd10,04184,B9689,10000
04185-B9689,icd9-icd10,04185,B9689,10000
04186-B9681,icd9-icd10,04186,B9681,00000
04189-B9689,icd9-icd10,04189,B9689,10000
0419-B9689,icd9-icd10,0419,B9689,10000
042-B20,icd9-icd10,042,B20,00000
04500-A8039,icd9-icd10,04500,A8039,10000
04501-A8039,icd9-icd10,04501,A8039,10000
04502-A8039,icd9-icd10,04502,A8039,10000
04503-A8039,icd9-icd10,04503,A8039,10000
04510-A8039,icd9-icd10,04510,A8039,10000
04511-A8039,icd9-icd10,04511,A8039,10000
04512-A8039,icd9-icd10,04512,A8039,10000
04513-A8039,icd9-icd10,04513,A8039,10000
04520-A804,icd9-icd10,04520,A804,10000
04521-A804,icd9-icd10,04521,A804,10000
04522-A804,icd9-icd10,04522,A804,10000
04523-A804,icd9-icd10,04523,A804,10000
04590-A809,icd9-icd10,04590,A809,10000
04591-A809,icd9-icd10,04591,A809,10000
04592-A809,icd9-icd10,04592,A809,10000
04593-A809,icd9-icd10,04593,A809,10000
0460-A8181,icd9-icd10,0460,A8181,00000
04611-A8101,icd9-icd10,04611,A8101,00000
04619-A8100,icd9-icd10,04619,A8100,10000
04619-A8109,icd9-icd10,04619,A8109,10000
0462-A811,icd9-icd10,0462,A811,00000
0463-A812,icd9-icd10,0463,A812,10000
04671-A8182,icd9-icd10,04671,A8182,00000
04672-A8183,icd9-icd10,04672,A8183,00000
04679-A8189,icd9-icd10,04679,A8189,10000
0468-A8189,icd9-icd10,0468,A8189,10000
0469-A819,icd9-icd10,0469,A819,00000
0470-A870,icd9-icd10,0470,A870,10000
0471-A870,icd9-icd10,0471,A870,10000
0478-A878,icd9-icd10,0478,A878,10000
0479-A879,icd9-icd10,0479,A879,10000
048-A880,icd9-icd10,048,A880,10000
0490-A872,icd9-icd10,0490,A872,00000
0491-A871,icd9-icd10,0491,A871,00000
0498-A850,icd9-icd10,0498,A850,10000
0498-A851,icd9-icd10,0498,A851,10000
0498-A858,icd9-icd10,0498,A858,10000
0498-A888,icd9-icd10,0498,A888,10000
0499-A86,icd9-icd10,0499,A86,10000
0499-A89,icd9-icd10,0499,A89,10000
0500-B03,icd9-icd10,0500,B03,10000
0501-B03,icd9-icd10,0501,B03,10000
0502-B03,icd9-icd10,0502,B03,10000
0509-B03,icd9-icd10,0509,B03,10000
05101-B08010,icd9-icd10,05101,B08010,00000
05102-B08011,icd9-icd10,05102,B08011,00000
0511-B0803,icd9-icd10,0511,B0803,00000
0512-B0802,icd9-icd10,0512,B0802,10000
0519-B0804,icd9-icd10,0519,B0804,10000
0520-B0111,icd9-icd10,0520,B0111,10000
0521-B012,icd9-icd10,0521,B012,00000
0522-B0112,icd9-icd10,0522,B0112,00000
0527-B010,icd9-icd10,0527,B010,10000
0527-B0181,icd9-icd10,0527,B0181,10000
0527-B0189,icd9-icd10,0527,B0189,10000
0528-B0189,icd9-icd10,0528,B0189,10000
0529-B019,icd9-icd10,0529,B019,00000
0530-B021,icd9-icd10,0530,B021,00000
05310-B0229,icd9-icd10,05310,B0229,10000
05311-B0221,icd9-icd10,05311,B0221,00000
05312-B0222,icd9-icd10,05312,B0222,00000
05313-B0223,icd9-icd10,05313,B0223,00000
05314-B0224,icd9-icd10,05314,B0224,00000
05319-B0229,icd9-icd10,05319,B0229,10000
05320-B0239,icd9-icd10,05320,B0239,10000
05321-B0233,icd9-icd10,05321,B0233,00000
05322-B0232,icd9-icd10,05322,B0232,00000
05329-B0239,icd9-icd10,05329,B0239,10000
05371-B028,icd9-icd10,05371,B028,10000
05379-B028,icd9-icd10,05379,B028,10000
0538-B028,icd9-icd10,0538,B028,10000
0539-B029,icd9-icd10,0539,B029,00000
0540-B000,icd9-icd10,0540,B000,00000
05410-A609,icd9-icd10,05410,A609,10000
05411-A6004,icd9-icd10,05411,A6004,10000
05412-A6004,icd9-icd10,05412,A6004,10000
05413-A6001,icd9-icd10,05413,A6001,00000
05419-A6009,icd9-icd10,05419,A6009,10000
0542-B002,icd9-icd10,0542,B002,00000
0543-B004,icd9-icd10,0543,B004,10000
05440-B0050,icd9-icd10,05440,B0050,00000
05441-B0059,icd9-icd10,05441,B0059,10000
05442-B0052,icd9-icd10,05442,B0052,10000
05443-B0052,icd9-icd10,05443,B0052,10000
05444-B0051,icd9-icd10,05444,B0051,00000
05449-B0059,icd9-icd10,05449,B0059,10000
0545-B007,icd9-icd10,0545,B007,00000
0546-B0089,icd9-icd10,0546,B0089,10000
05471-B0081,icd9-icd10,05471,B0081,10000
05472-B003,icd9-icd10,05472,B003,00000
05473-B001,icd9-icd10,05473,B001,10000
05474-B0082,icd9-icd10,05474,B0082,00000
05479-B0089,icd9-icd10,05479,B0089,10000
0548-B009,icd9-icd10,0548,B009,10000
0549-B009,icd9-icd10,0549,B009,10000
0550-B050,icd9-icd10,0550,B050,00000
0551-B052,icd9-icd10,0551,B052,00000
0552-B053,icd9-icd10,0552,B053,00000
05571-B0581,icd9-icd10,05571,B0581,00000
05579-B051,icd9-icd10,05579,B051,10000
05579-B054,icd9-icd10,05579,B054,10000
05579-B0589,icd9-icd10,05579,B0589,10000
0558-B0589,icd9-icd10,0558,B0589,10000
0559-B059,icd9-icd10,0559,B059,00000
05600-B0600,icd9-icd10,05600,B0600,00000
05601-B0601,icd9-icd10,05601,B0601,00000
05609-B0609,icd9-icd10,05609,B0609,10000
05671-B0682,icd9-icd10,05671,B0682,00000
05679-B0681,icd9-icd10,05679,B0681,10000
05679-B0689,icd9-icd10,05679,B0689,10000
0568-B0689,icd9-icd10,0568,B0689,10000
0569-B069,icd9-icd10,0569,B069,00000
0570-B083,icd9-icd10,0570,B083,00000
0578-B09,icd9-icd10,0578,B09,10000
0578-L444,icd9-icd10,0578,L444,10000
0579-B09,icd9-icd10,0579,B09,10000
05810-B0820,icd9-icd10,05810,B0820,00000
05811-B0821,icd9-icd10,05811,B0821,00000
05812-B0822,icd9-icd10,05812,B0822,00000
05821-B1001,icd9-icd10,05821,B1001,00000
05829-B1009,icd9-icd10,05829,B1009,00000
05881-B1081,icd9-icd10,05881,B1081,10000
05882-B1082,icd9-icd10,05882,B1082,10000
05889-B1089,icd9-icd10,05889,B1089,10000
05900-B0809,icd9-icd10,05900,B0809,10000
05901-B04,icd9-icd10,05901,B04,00000
05909-B0809,icd9-icd10,05909,B0809,10000
05910-B0860,icd9-icd10,05910,B0860,00000
05911-B0861,icd9-icd10,05911,B0861,00000
05912-B0862,icd9-icd10,05912,B0862,00000
05919-B0869,icd9-icd10,05919,B0869,00000
05920-B0870,icd9-icd10,05920,B0870,10000
05921-B0871,icd9-icd10,05921,B0871,00000
05922-B0872,icd9-icd10,05922,B0872,00000
0598-B088,icd9-icd10,0598,B088,10000
0599-B088,icd9-icd10,0599,B088,10000
0600-A950,icd9-icd10,0600,A950,00000
0601-A951,icd9-icd10,0601,A951,00000
0609-A959,icd9-icd10,0609,A959,00000
061-A90,icd9-icd10,061,A90,00000
0620-A830,icd9-icd10,0620,A830,00000
0621-A831,icd9-icd10,0621,A831,00000
0622-A832,icd9-icd10,0622,A832,00000
0623-A833,icd9-icd10,0623,A833,00000
0624-A834,icd9-icd10,0624,A834,00000
0625-A835,icd9-icd10,0625,A835,00000
0628-A838,icd9-icd10,0628,A838,10000
0629-A839,icd9-icd10,0629,A839,00000
0630-A840,icd9-icd10,0630,A840,00000
0631-A848,icd9-icd10,0631,A848,10000
0632-A841,icd9-icd10,0632,A841,00000
0638-A848,icd9-icd10,0638,A848,10000
0639-A849,icd9-icd10,0639,A849,00000
064-A852,icd9-icd10,064,A852,00000
0650-A980,icd9-icd10,0650,A980,00000
0651-A981,icd9-icd10,0651,A981,00000
0652-A982,icd9-icd10,0652,A982,00000
0653-A988,icd9-icd10,0653,A988,10000
0654-A91,icd9-icd10,0654,A91,10000
0654-A920,icd9-icd10,0654,A920,10000
0658-A988,icd9-icd10,0658,A988,10000
0659-A99,icd9-icd10,0659,A99,10000
0660-A931,icd9-icd10,0660,A931,00000
0661-A932,icd9-icd10,0661,A932,10000
0662-A922,icd9-icd10,0662,A922,00000
0663-A920,icd9-icd10,0663,A920,10000
0663-A921,icd9-icd10,0663,A921,10000
0663-A924,icd9-icd10,0663,A924,10000
0663-A928,icd9-icd10,0663,A928,10000
0663-A930,icd9-icd10,0663,A930,10000
0663-B331,icd9-icd10,0663,B331,10000
06640-A9230,icd9-icd10,06640,A9230,00000
06641-A9231,icd9-icd10,06641,A9231,00000
06642-A9232,icd9-icd10,06642,A9232,00000
06649-A9239,icd9-icd10,06649,A9239,00000
0668-A938,icd9-icd10,0668,A938,00000
0669-A94,icd9-icd10,0669,A94,10000
0700-B150,icd9-icd10,0700,B150,00000
0701-B159,icd9-icd10,0701,B159,00000
07020-B162,icd9-icd10,07020,B162,10000
07020-B1911,icd9-icd10,07020,B1911,10000
07021-B160,icd9-icd10,07021,B160,10000
07022-B181,icd9-icd10,07022,B181,10000
07023-B180,icd9-icd10,07023,B180,10000
07030-B169,icd9-icd10,07030,B169,10000
07030-B1910,icd9-icd10,07030,B1910,10000
07031-B161,icd9-icd10,07031,B161,10000
07032-B181,icd9-icd10,07032,B181,10000
07033-B180,icd9-icd10,07033,B180,10000
07041-B1711,icd9-icd10,07041,B1711,00000
07042-B170,icd9-icd10,07042,B170,10000
07043-B172,icd9-icd10,07043,B172,10000
07044-B182,icd9-icd10,07044,B182,10000
07049-B178,icd9-icd10,07049,B178,10000
07051-B1710,icd9-icd10,07051,B1710,00000
07052-B170,icd9-icd10,07052,B170,10000
07053-B172,icd9-icd10,07053,B172,10000
07054-B182,icd9-icd10,07054,B182,10000
07059-B178,icd9-icd10,07059,B178,10000
07059-B188,icd9-icd10,07059,B188,10000
07059-B189,icd9-icd10,07059,B189,10000
0706-B190,icd9-icd10,0706,B190,00000
07070-B1920,icd9-icd10,07070,B1920,00000
07071-B1921,icd9-icd10,07071,B1921,00000
0709-B199,icd9-icd10,0709,B199,10000
071-A829,icd9-icd10,071,A829,10000
0720-B260,icd9-icd10,0720,B260,00000
0721-B261,icd9-icd10,0721,B261,00000
0722-B262,icd9-icd10,0722,B262,00000
0723-B263,icd9-icd10,0723,B263,00000
07271-B2681,icd9-icd10,07271,B2681,00000
07272-B2684,icd9-icd10,07272,B2684,00000
07279-B2682,icd9-icd10,07279,B2682,10000
07279-B2683,icd9-icd10,07279,B2683,10000
07279-B2685,icd9-icd10,07279,B2685,10000
07279-B2689,icd9-icd10,07279,B2689,10000
0728-B2689,icd9-icd10,0728,B2689,10000
0729-B269,icd9-icd10,0729,B269,00000
0730-A70,icd9-icd10,0730,A70,10111
0730-J17,icd9-icd10,0730,J17,10112
0737-A70,icd9-icd10,0737,A70,10000
0738-A70,icd9-icd10,0738,A70,10000
0739-A70,icd9-icd10,0739,A70,10000
0740-B085,icd9-icd10,0740,B085,00000
0741-B330,icd9-icd10,0741,B330,00000
07420-B3320,icd9-icd10,07420,B3320,10000
07421-B3323,icd9-icd10,07421,B3323,10000
07422-B3321,icd9-icd10,07422,B3321,10000
07423-B3322,icd9-icd10,07423,B3322,10000
0743-B084,icd9-icd10,0743,B084,00000
0748-B341,icd9-icd10,0748,B341,10000
075-B2790,icd9-icd10,075,B2790,10000
0760-A710,icd9-icd10,0760,A710,00000
0761-A711,icd9-icd10,0761,A711,00000
0769-A719,icd9-icd10,0769,A719,00000
0770-A740,icd9-icd10,0770,A740,10000
0771-B300,icd9-icd10,0771,B300,00000
0772-B302,icd9-icd10,0772,B302,00000
0773-B301,icd9-icd10,0773,B301,10000
0774-B303,icd9-icd10,0774,B303,00000
0778-B308,icd9-icd10,0778,B308,00000
07798-A740,icd9-icd10,07798,A740,10000
07798-A7489,icd9-icd10,07798,A7489,10000
07799-B309,icd9-icd10,07799,B309,00000
0780-B081,icd9-icd10,0780,B081,00000
07810-B079,icd9-icd10,07810,B079,00000
07811-A630,icd9-icd10,07811,A630,00000
07812-B070,icd9-icd10,07812,B070,00000
07819-B078,icd9-icd10,07819,B078,00000
0782-B338,icd9-icd10,0782,B338,10000
0783-A281,icd9-icd10,0783,A281,00000
0784-B088,icd9-icd10,0784,B088,10000
0785-B259,icd9-icd10,0785,B259,10000
0786-A985,icd9-icd10,0786,A985,00000
0787-A960,icd9-icd10,0787,A960,10000
0787-A961,icd9-icd10,0787,A961,10000
0787-A968,icd9-icd10,0787,A968,10000
07881-A881,icd9-icd10,07881,A881,00000
07882-R1111,icd9-icd10,07882,R1111,10000
07888-A7489,icd9-icd10,07888,A7489,10000
07889-A983,icd9-icd10,07889,A983,10000
07889-A984,icd9-icd10,07889,A984,10000
07889-B338,icd9-icd10,07889,B338,10000
0790-B970,icd9-icd10,0790,B970,10000
0791-B9712,icd9-icd10,0791,B9712,10000
0792-B9711,icd9-icd10,0792,B9711,10000
0793-B9789,icd9-icd10,0793,B9789,10000
0794-B977,icd9-icd10,0794,B977,00000
07950-B9730,icd9-icd10,07950,B9730,00000
07951-B9733,icd9-icd10,07951,B9733,00000
07952-B9734,icd9-icd10,07952,B9734,00000
07953-B9735,icd9-icd10,07953,B9735,00000
07959-B333,icd9-icd10,07959,B333,10000
07959-B9739,icd9-icd10,07959,B9739,10000
0796-B974,icd9-icd10,0796,B974,10000
07981-B334,icd9-icd10,07981,B334,10000
07982-B9721,icd9-icd10,07982,B9721,00000
07983-B343,icd9-icd10,07983,B343,10000
07988-A7489,icd9-icd10,07988,A7489,10000
07989-B338,icd9-icd10,07989,B338,10000
07989-B341,icd9-icd10,07989,B341,10000
07989-B342,icd9-icd10,07989,B342,10000
07989-B344,icd9-icd10,07989,B344,10000
07989-B348,icd9-icd10,07989,B348,10000
07989-B9719,icd9-icd10,07989,B9719,10000
07989-B9729,icd9-icd10,07989,B9729,10000
07989-B9789,icd9-icd10,07989,B9789,10000
07998-A749,icd9-icd10,07998,A749,10000
07999-B9789,icd9-icd10,07999,B9789,10000
080-A750,icd9-icd10,080,A750,00000
0810-A752,icd9-icd10,0810,A752,00000
0811-A751,icd9-icd10,0811,A751,00000
0812-A753,icd9-icd10,0812,A753,00000
0819-A759,icd9-icd10,0819,A759,00000
0820-A770,icd9-icd10,0820,A770,10000
0821-A771,icd9-icd10,0821,A771,00000
0822-A772,icd9-icd10,0822,A772,00000
0823-A773,icd9-icd10,0823,A773,00000
08240-A7740,icd9-icd10,08240,A7740,00000
08241-A7741,icd9-icd10,08241,A7741,00000
08249-A7749,icd9-icd10,08249,A7749,00000
0828-A778,icd9-icd10,0828,A778,10000
0829-A799,icd9-icd10,0829,A799,10000
0830-A78,icd9-icd10,0830,A78,00000
0831-A790,icd9-icd10,0831,A790,00000
0832-A791,icd9-icd10,0832,A791,10000
0838-A7981,icd9-icd10,0838,A7981,10000
0838-A7989,icd9-icd10,0838,A7989,10000
0839-A799,icd9-icd10,0839,A799,10000
0840-B508,icd9-icd10,0840,B508,10000
0840-B509,icd9-icd10,0840,B509,10000
0841-B519,icd9-icd10,0841,B519,10000
0842-B529,icd9-icd10,0842,B529,10000
0843-B530,icd9-icd10,0843,B530,00000
0844-B531,icd9-icd10,0844,B531,10000
0844-B538,icd9-icd10,0844,B538,10000
0845-B509,icd9-icd10,0845,B509,10000
0845-B519,icd9-icd10,0845,B519,10000
0845-B529,icd9-icd10,0845,B529,10000
0846-B54,icd9-icd10,0846,B54,00000
0847-B538,icd9-icd10,0847,B538,10000
0848-B508,icd9-icd10,0848,B508,10000
0849-B500,icd9-icd10,0849,B500,10000
0849-B508,icd9-icd10,0849,B508,10000
0849-B510,icd9-icd10,0849,B510,10000
0849-B518,icd9-icd10,0849,B518,10000
0849-B520,icd9-icd10,0849,B520,10000
0849-B528,icd9-icd10,0849,B528,10000
0850-B550,icd9-icd10,0850,B550,00000
0851-B551,icd9-icd10,0851,B551,10000
0852-B551,icd9-icd10,0852,B551,10000
0853-B551,icd9-icd10,0853,B551,10000
0854-B551,icd9-icd10,0854,B551,10000
0855-B552,icd9-icd10,0855,B552,00000
0859-B559,icd9-icd10,0859,B559,00000
0860-B570,icd9-icd10,0860,B570,10000
0860-B572,icd9-icd10,0860,B572,10000
0861-B575,icd9-icd10,0861,B575,10000
0862-B571,icd9-icd10,0862,B571,10000
0863-B560,icd9-icd10,0863,B560,00000
0864-B561,icd9-icd10,0864,B561,00000
0865-B569,icd9-icd10,0865,B569,10000
0869-B569,icd9-icd10,0869,B569,10000
0870-A680,icd9-icd10,0870,A680,00000
0871-A681,icd9-icd10,0871,A681,00000
0879-A689,icd9-icd10,0879,A689,00000
0880-A449,icd9-icd10,0880,A449,10000
08881-A6920,icd9-icd10,08881,A6920,10000
08882-B600,icd9-icd10,08882,B600,00000
08889-B608,icd9-icd10,08889,B608,10000
0889-B64,icd9-icd10,0889,B64,10000
0900-A5009,icd9-icd10,0900,A5009,10000
0901-A501,icd9-icd10,0901,A501,00000
0902-A502,icd9-icd10,0902,A502,00000
0903-A5031,icd9-icd10,0903,A5031,10000
09040-A5040,icd9-icd10,09040,A5040,10000
09040-A5045,icd9-icd10,09040,A5045,10000
09041-A5042,icd9-icd10,09041,A5042,10000
09042-A5041,icd9-icd10,09042,A5041,10000
09049-A5049,icd9-icd10,09049,A5049,10000
0905-A5052,icd9-icd10,0905,A5052,10000
0905-A5057,icd9-icd10,0905,A5057,10000
0905-A5059,icd9-icd10,0905,A5059,10000
0906-A506,icd9-icd10,0906,A506,00000
0907-A507,icd9-icd10,0907,A507,00000
0909-A509,icd9-icd10,0909,A509,00000
0910-A510,icd9-icd10,0910,A510,00000
0911-A511,icd9-icd10,0911,A511,00000
0912-A512,icd9-icd10,0912,A512,00000
0913-A5131,icd9-icd10,0913,A5131,10000
0913-A5139,icd9-icd10,0913,A5139,10000
0914-A5149,icd9-icd10,0914,A5149,10000
09150-A5143,icd9-icd10,09150,A5143,10000
09151-A5143,icd9-icd10,09151,A5143,10000
09152-A5143,icd9-icd10,09152,A5143,10000
09161-A5146,icd9-icd10,09161,A5146,10000
09162-A5145,icd9-icd10,09162,A5145,00000
09169-A5149,icd9-icd10,09169,A5149,10000
0917-A5149,icd9-icd10,0917,A5149,10000
09181-A5141,icd9-icd10,09181,A5141,10000
09182-A5132,icd9-icd10,09182,A5132,00000
09189-A5149,icd9-icd10,09189,A5149,10000
0919-A5149,icd9-icd10,0919,A5149,10000
0920-A515,icd9-icd10,0920,A515,10000
0929-A515,icd9-icd10,0929,A515,10000
0930-A5201,icd9-icd10,0930,A5201,00000
0931-A5202,icd9-icd10,0931,A5202,00000
09320-A5203,icd9-icd10,09320,A5203,10000
09321-A5203,icd9-icd10,09321,A5203,10000
09322-A5203,icd9-icd10,09322,A5203,10000
09323-A5203,icd9-icd10,09323,A5203,10000
