pkey,pkey_cat,icd9_code,icd10_code,flags
77013-P2410,icd9-icd10,77013,P2410,00000
77014-P2411,icd9-icd10,77014,P2411,00000
77015-P2420,icd9-icd10,77015,P2420,00000
77016-P2421,icd9-icd10,77016,P2421,00000
77017-P2480,icd9-icd10,77017,P2480,00000
77018-P2481,icd9-icd10,77018,P2481,00000
7702-P250,icd9-icd10,7702,P250,10000
7702-P251,icd9-icd10,7702,P251,10000
7702-P252,icd9-icd10,7702,P252,10000
7702-P253,icd9-icd10,7702,P253,10000
7702-P258,icd9-icd10,7702,P258,10000
7703-P261,icd9-icd10,7703,P261,10000
7703-P268,icd9-icd10,7703,P268,10000
7704-P280,icd9-icd10,7704,P280,00000
7705-P2810,icd9-icd10,7705,P2810,10000
7705-P2819,icd9-icd10,7705,P2819,10000
7706-P221,icd9-icd10,7706,P221,00000
7707-P270,icd9-icd10,7707,P270,10000
7707-P271,icd9-icd10,7707,P271,10000
7707-P278,icd9-icd10,7707,P278,10000
77081-P283,icd9-icd10,77081,P283,10000
77082-P284,icd9-icd10,77082,P284,00000
77083-P282,icd9-icd10,77083,P282,00000
77084-P285,icd9-icd10,77084,P285,00000
77085-P2430,icd9-icd10,77085,P2430,00000
77086-P2431,icd9-icd10,77086,P2431,00000
77087-P2881,icd9-icd10,77087,P2881,00000
77088-P84,icd9-icd10,77088,P84,10000
77089-P2889,icd9-icd10,77089,P2889,10000
7709-P289,icd9-icd10,7709,P289,10000
7710-P350,icd9-icd10,7710,P350,00000
7711-P351,icd9-icd10,7711,P351,00000
7712-P352,icd9-icd10,7712,P352,10000
7712-P370,icd9-icd10,7712,P370,10000
7712-P371,icd9-icd10,7712,P371,10000
7712-P372,icd9-icd10,7712,P372,10000
7712-P373,icd9-icd10,7712,P373,10000
7712-P374,icd9-icd10,7712,P374,10000
7712-P378,icd9-icd10,7712,P378,10000
7713-A33,icd9-icd10,7713,A33,00000
7714-P389,icd9-icd10,7714,P389,10000
7715-P390,icd9-icd10,7715,P390,00000
7716-P391,icd9-icd10,7716,P391,00000
7717-P375,icd9-icd10,7717,P375,00000
77181-P369,icd9-icd10,77181,P369,10000
77182-P393,icd9-icd10,77182,P393,00000
77183-R7881,icd9-icd10,77183,R7881,10000
77189-P392,icd9-icd10,77189,P392,10000
77189-P398,icd9-icd10,77189,P398,10000
7720-P500,icd9-icd10,7720,P500,10000
7720-P501,icd9-icd10,7720,P501,10000
7720-P502,icd9-icd10,7720,P502,10000
7720-P503,icd9-icd10,7720,P503,10000
7720-P504,icd9-icd10,7720,P504,10000
7720-P505,icd9-icd10,7720,P505,10000
7720-P508,icd9-icd10,7720,P508,10000
77210-P523,icd9-icd10,77210,P523,10000
77211-P520,icd9-icd10,77211,P520,00000
77212-P521,icd9-icd10,77212,P521,00000
77213-P5221,icd9-icd10,77213,P5221,00000
77214-P5222,icd9-icd10,77214,P5222,00000
7722-P103,icd9-icd10,7722,P103,10000
7722-P525,icd9-icd10,7722,P525,10000
7723-P518,icd9-icd10,7723,P518,10000
7724-P543,icd9-icd10,7724,P543,10000
7725-P544,icd9-icd10,7725,P544,00000
7726-P545,icd9-icd10,7726,P545,00000
7728-P548,icd9-icd10,7728,P548,10000
7729-P549,icd9-icd10,7729,P549,00000
7730-P550,icd9-icd10,7730,P550,00000
7731-P551,icd9-icd10,7731,P551,10000
7732-P558,icd9-icd10,7732,P558,10000
7732-P559,icd9-icd10,7732,P559,10000
7733-P560,icd9-icd10,7733,P560,10000
7734-P570,icd9-icd10,7734,P570,00000
7735-P551,icd9-icd10,7735,P551,10000
7740-P588,icd9-icd10,7740,P588,10000
7741-P580,icd9-icd10,7741,P580,10000
7741-P582,icd9-icd10,7741,P582,10000
7741-P583,icd9-icd10,7741,P583,10000
7741-P5841,icd9-icd10,7741,P5841,10000
7741-P585,icd9-icd10,7741,P585,10000
7741-P588,icd9-icd10,7741,P588,10000
7742-P590,icd9-icd10,7742,P590,00000
77430-P598,icd9-icd10,77430,P598,10000
77431-P598,icd9-icd10,77431,P598,10000
77439-P593,icd9-icd10,77439,P593,10000
7744-P591,icd9-icd10,7744,P591,10000
7744-P5929,icd9-icd10,7744,P5929,10000
7745-P598,icd9-icd10,7745,P598,10000
7746-P599,icd9-icd10,7746,P599,10000
7747-P578,icd9-icd10,7747,P578,10000
7750-P700,icd9-icd10,7750,P700,10000
7750-P701,icd9-icd10,7750,P701,10000
7751-P702,icd9-icd10,7751,P702,00000
7752-P940,icd9-icd10,7752,P940,10000
7753-P721,icd9-icd10,7753,P721,00000
7754-P710,icd9-icd10,7754,P710,10000
7754-P711,icd9-icd10,7754,P711,10000
7754-P712,icd9-icd10,7754,P712,10000
7754-P713,icd9-icd10,7754,P713,10000
7754-P714,icd9-icd10,7754,P714,10000
7754-P718,icd9-icd10,7754,P718,10000
7755-P741,icd9-icd10,7755,P741,10000
7755-P744,icd9-icd10,7755,P744,10000
7756-P704,icd9-icd10,7756,P704,10000
7757-P740,icd9-icd10,7757,P740,00000
77581-P84,icd9-icd10,77581,P84,10000
77589-P728,icd9-icd10,77589,P728,10000
77589-P748,icd9-icd10,77589,P748,10000
7759-P729,icd9-icd10,7759,P729,10000
7759-P749,icd9-icd10,7759,P749,10000
7760-P53,icd9-icd10,7760,P53,00000
7761-P610,icd9-icd10,7761,P610,00000
7762-P60,icd9-icd10,7762,P60,00000
7763-P616,icd9-icd10,7763,P616,00000
7764-P611,icd9-icd10,7764,P611,00000
7765-P613,icd9-icd10,7765,P613,10000
7765-P614,icd9-icd10,7765,P614,10000
7766-P612,icd9-icd10,7766,P612,00000
7767-P615,icd9-icd10,7767,P615,00000
7768-P618,icd9-icd10,7768,P618,00000
7769-P619,icd9-icd10,7769,P619,00000
7771-P760,icd9-icd10,7771,P760,10000
7772-P762,icd9-icd10,7772,P762,00000
7773-P782,icd9-icd10,7773,P782,00000
7774-P761,icd9-icd10,7774,P761,00000
77750-P779,icd9-icd10,77750,P779,00000
77751-P771,icd9-icd10,77751,P771,00000
77752-P772,icd9-icd10,77752,P772,00000
77753-P773,icd9-icd10,77753,P773,00000
7776-P780,icd9-icd10,7776,P780,00000
7778-P7881,icd9-icd10,7778,P7881,10000
7778-P7889,icd9-icd10,7778,P7889,10000
7779-P789,icd9-icd10,7779,P789,00000
7780-P832,icd9-icd10,7780,P832,00000
7781-P830,icd9-icd10,7781,P830,00000
7782-P800,icd9-icd10,7782,P800,00000
7783-P808,icd9-icd10,7783,P808,10000
7784-P810,icd9-icd10,7784,P810,10000
7784-P818,icd9-icd10,7784,P818,10000
7784-P819,icd9-icd10,7784,P819,10000
7785-P8330,icd9-icd10,7785,P8330,10000
7785-P8339,icd9-icd10,7785,P8339,10000
7786-P835,icd9-icd10,7786,P835,00000
7787-P834,icd9-icd10,7787,P834,00000
7788-P838,icd9-icd10,7788,P838,10000
7789-P839,icd9-icd10,7789,P839,10000
7790-P90,icd9-icd10,7790,P90,00000
7791-P918,icd9-icd10,7791,P918,10000
7791-P919,icd9-icd10,7791,P919,10000
7792-P914,icd9-icd10,7792,P914,10000
7792-P915,icd9-icd10,7792,P915,10000
77931-P921,icd9-icd10,77931,P921,10000
77931-P922,icd9-icd10,77931,P922,10000
77931-P928,icd9-icd10,77931,P928,10000
77931-P929,icd9-icd10,77931,P929,10000
77932-P9201,icd9-icd10,77932,P9201,00000
77933-P9209,icd9-icd10,77933,P9209,10000
77934-P926,icd9-icd10,77934,P926,00000
7794-P930,icd9-icd10,7794,P930,10000
7794-P938,icd9-icd10,7794,P938,10000
7795-P961,icd9-icd10,7795,P961,10000
7795-P962,icd9-icd10,7795,P962,10000
7796-NoDx,icd9-icd10,7796,NoDx,11000
7797-P912,icd9-icd10,7797,P912,10000
77981-P2912,icd9-icd10,77981,P2912,00000
77982-P2911,icd9-icd10,77982,P2911,00000
77983-P9682,icd9-icd10,77983,P9682,00000
77984-P9683,icd9-icd10,77984,P9683,00000
77985-P2981,icd9-icd10,77985,P2981,00000
77989-P290,icd9-icd10,77989,P290,10000
77989-P2989,icd9-icd10,77989,P2989,10000
77989-P941,icd9-icd10,77989,P941,10000
77989-P942,icd9-icd10,77989,P942,10000
77989-P9689,icd9-icd10,77989,P9689,10000
7799-P95,icd9-icd10,7799,P95,10000
7799-P969,icd9-icd10,7799,P969,10000
78001-R4020,icd9-icd10,78001,R4020,10000
78002-R404,icd9-icd10,78002,R404,00000
78003-R403,icd9-icd10,78003,R403,00000
78009-R400,icd9-icd10,78009,R400,10000
78009-R401,icd9-icd10,78009,R401,10000
7801-R440,icd9-icd10,7801,R440,10000
7801-R442,icd9-icd10,7801,R442,10000
7801-R443,icd9-icd10,7801,R443,10000
7802-R55,icd9-icd10,7802,R55,00000
78031-R5600,icd9-icd10,78031,R5600,00000
78032-R5601,icd9-icd10,78032,R5601,00000
78033-R561,icd9-icd10,78033,R561,00000
78039-R569,icd9-icd10,78039,R569,10000
7804-R42,icd9-icd10,7804,R42,00000
78050-G479,icd9-icd10,78050,G479,10000
78051-G4730,icd9-icd10,78051,G4730,10000
78052-G4700,icd9-icd10,78052,G4700,00000
78053-G4730,icd9-icd10,78053,G4730,10000
78054-G4710,icd9-icd10,78054,G4710,10000
78055-G4720,icd9-icd10,78055,G4720,10000
78056-G478,icd9-icd10,78056,G478,10000
78057-G4730,icd9-icd10,78057,G4730,10000
78058-F518,icd9-icd10,78058,F518,10000
78059-G478,icd9-icd10,78059,G478,10000
78060-R502,icd9-icd10,78060,R502,10000
78060-R509,icd9-icd10,78060,R509,10000
78061-R5081,icd9-icd10,78061,R5081,00000
78062-R5082,icd9-icd10,78062,R5082,00000
78063-R5083,icd9-icd10,78063,R5083,00000
78064-R6883,icd9-icd10,78064,R6883,00000
78065-R680,icd9-icd10,78065,R680,00000
78066-R5084,icd9-icd10,78066,R5084,00000
78071-R5382,icd9-icd10,78071,R5382,00000
78072-R532,icd9-icd10,78072,R532,00000
78079-G933,icd9-icd10,78079,G933,10000
78079-R531,icd9-icd10,78079,R531,10000
78079-R5381,icd9-icd10,78079,R5381,10000
78079-R5383,icd9-icd10,78079,R5383,10000
7808-R61,icd9-icd10,7808,R61,00000
78091-R6812,icd9-icd10,78091,R6812,00000
78092-R6811,icd9-icd10,78092,R6811,00000
78093-R412,icd9-icd10,78093,R412,10000
78093-R413,icd9-icd10,78093,R413,10000
78094-R6881,icd9-icd10,78094,R6881,00000
78095-R4583,icd9-icd10,78095,R4583,00000
78096-R52,icd9-icd10,78096,R52,10000
78097-R4182,icd9-icd10,78097,R4182,10000
78099-R4584,icd9-icd10,78099,R4584,10000
78099-R6889,icd9-icd10,78099,R6889,10000
7810-R250,icd9-icd10,7810,R250,10000
7810-R251,icd9-icd10,7810,R251,10000
7810-R252,icd9-icd10,7810,R252,10000
7810-R253,icd9-icd10,7810,R253,10000
7810-R259,icd9-icd10,7810,R259,10000
7811-R430,icd9-icd10,7811,R430,10000
7811-R431,icd9-icd10,7811,R431,10000
7811-R432,icd9-icd10,7811,R432,10000
7812-R260,icd9-icd10,7812,R260,10000
7812-R261,icd9-icd10,7812,R261,10000
7812-R2689,icd9-icd10,7812,R2689,10000
7812-R269,icd9-icd10,7812,R269,10000
7813-R270,icd9-icd10,7813,R270,10000
7813-R278,icd9-icd10,7813,R278,10000
7813-R279,icd9-icd10,7813,R279,10000
7814-R295,icd9-icd10,7814,R295,10000
7815-R683,icd9-icd10,7815,R683,00000
7816-R291,icd9-icd10,7816,R291,00000
7817-R290,icd9-icd10,7817,R290,00000
7818-R414,icd9-icd10,7818,R414,00000
78191-R29890,icd9-icd10,78191,R29890,00000
78192-R293,icd9-icd10,78192,R293,00000
78193-R29891,icd9-icd10,78193,R29891,00000
78194-R29810,icd9-icd10,78194,R29810,00000
78199-R29818,icd9-icd10,78199,R29818,10000
78199-R29898,icd9-icd10,78199,R29898,10000
78199-R2990,icd9-icd10,78199,R2990,10000
78199-R2991,icd9-icd10,78199,R2991,10000
7820-R200,icd9-icd10,7820,R200,10000
7820-R201,icd9-icd10,7820,R201,10000
7820-R202,icd9-icd10,7820,R202,10000
7820-R203,icd9-icd10,7820,R203,10000
7820-R208,icd9-icd10,7820,R208,10000
7820-R209,icd9-icd10,7820,R209,10000
7821-R21,icd9-icd10,7821,R21,00000
7822-R229,icd9-icd10,7822,R229,10000
7823-R600,icd9-icd10,7823,R600,10000
7823-R601,icd9-icd10,7823,R601,10000
7823-R609,icd9-icd10,7823,R609,10000
7824-R17,icd9-icd10,7824,R17,00000
7825-R230,icd9-icd10,7825,R230,00000
78261-R231,icd9-icd10,78261,R231,00000
78262-R232,icd9-icd10,78262,R232,00000
7827-R233,icd9-icd10,7827,R233,00000
7828-R234,icd9-icd10,7828,R234,00000
7829-R238,icd9-icd10,7829,R238,10000
7830-R630,icd9-icd10,7830,R630,00000
7831-R635,icd9-icd10,7831,R635,00000
78321-R634,icd9-icd10,78321,R634,00000
78322-R636,icd9-icd10,78322,R636,00000
7833-R633,icd9-icd10,7833,R633,00000
78340-R6250,icd9-icd10,78340,R6250,10000
78341-R6251,icd9-icd10,78341,R6251,00000
78342-R620,icd9-icd10,78342,R620,00000
78343-R6252,icd9-icd10,78343,R6252,00000
7835-R631,icd9-icd10,7835,R631,00000
7836-R632,icd9-icd10,7836,R632,00000
7837-R627,icd9-icd10,7837,R627,00000
7839-R638,icd9-icd10,7839,R638,10000
7840-G441,icd9-icd10,7840,G441,10000
7840-R51,icd9-icd10,7840,R51,10000
7841-R070,icd9-icd10,7841,R070,00000
7842-R220,icd9-icd10,7842,R220,10000
7842-R221,icd9-icd10,7842,R221,10000
7843-R4701,icd9-icd10,7843,R4701,00000
78440-R499,icd9-icd10,78440,R499,10000
78441-R491,icd9-icd10,78441,R491,00000
78442-R490,icd9-icd10,78442,R490,00000
78443-R4921,icd9-icd10,78443,R4921,00000
78444-R4922,icd9-icd10,78444,R4922,00000
78449-R498,icd9-icd10,78449,R498,10000
78451-R471,icd9-icd10,78451,R471,00000
78452-R4782,icd9-icd10,78452,R4782,00000
78459-R4702,icd9-icd10,78459,R4702,10000
78459-R4781,icd9-icd10,78459,R4781,10000
78459-R4789,icd9-icd10,78459,R4789,10000
78460-R489,icd9-icd10,78460,R489,00000
78461-R480,icd9-icd10,78461,R480,10000
78469-R481,icd9-icd10,78469,R481,10000
78469-R482,icd9-icd10,78469,R482,10000
78469-R488,icd9-icd10,78469,R488,10000
7847-R040,icd9-icd10,7847,R040,00000
7848-R041,icd9-icd10,7848,R041,00000
78491-R0982,icd9-icd10,78491,R0982,00000
78492-R6884,icd9-icd10,78492,R6884,00000
78499-R065,icd9-icd10,78499,R065,10000
78499-R067,icd9-icd10,78499,R067,10000
78499-R0689,icd9-icd10,78499,R0689,10000
78499-R196,icd9-icd10,78499,R196,10000
7850-R000,icd9-icd10,7850,R000,00000
7851-R002,icd9-icd10,7851,R002,00000
7852-R011,icd9-icd10,7852,R011,10000
7853-R012,icd9-icd10,7853,R012,10000
7854-I96,icd9-icd10,7854,I96,10000
78550-R579,icd9-icd10,78550,R579,00000
78551-R570,icd9-icd10,78551,R570,00000
78552-R6521,icd9-icd10,78552,R6521,10000
78559-R571,icd9-icd10,78559,R571,10000
78559-R578,icd9-icd10,78559,R578,10000
7856-R599,icd9-icd10,7856,R599,10000
7859-R0989,icd9-icd10,7859,R0989,10000
78600-R069,icd9-icd10,78600,R069,10000
78601-R064,icd9-icd10,78601,R064,00000
78602-R0601,icd9-icd10,78602,R0601,00000
78603-R0681,icd9-icd10,78603,R0681,00000
78604-R063,icd9-icd10,78604,R063,00000
78605-R0602,icd9-icd10,78605,R0602,00000
78606-R0682,icd9-icd10,78606,R0682,00000
78607-R062,icd9-icd10,78607,R062,00000
78609-R0600,icd9-icd10,78609,R0600,10000
78609-R0609,icd9-icd10,78609,R0609,10000
78609-R063,icd9-icd10,78609,R063,10000
78609-R0683,icd9-icd10,78609,R0683,10000
78609-R0689,icd9-icd10,78609,R0689,10000
7861-R061,icd9-icd10,7861,R061,00000
7862-R05,icd9-icd10,7862,R05,00000
78630-R042,icd9-icd10,78630,R042,10000
78630-R049,icd9-icd10,78630,R049,10000
78631-R0481,icd9-icd10,78631,R0481,00000
78639-R0489,icd9-icd10,78639,R0489,10000
7864-R093,icd9-icd10,7864,R093,00000
78650-R079,icd9-icd10,78650,R079,00000
78651-R072,icd9-icd10,78651,R072,00000
78652-R071,icd9-icd10,78652,R071,10000
78652-R0781,icd9-icd10,78652,R0781,10000
78659-R0782,icd9-icd10,78659,R0782,10000
78659-R0789,icd9-icd10,78659,R0789,10000
7866-R222,icd9-icd10,7866,R222,10000
7867-R0989,icd9-icd10,7867,R0989,10000
7868-R066,icd9-icd10,7868,R066,00000
7869-R0689,icd9-icd10,7869,R0689,10000
78701-R112,icd9-icd10,78701,R112,10000
78702-R110,icd9-icd10,78702,R110,00000
78703-R1110,icd9-icd10,78703,R1110,10000
78703-R1111,icd9-icd10,78703,R1111,10000
78703-R1112,icd9-icd10,78703,R1112,10000
78704-R1114,icd9-icd10,78704,R1114,00000
7871-R12,icd9-icd10,7871,R12,00000
78720-R130,icd9-icd10,78720,R130,10000
78720-R1310,icd9-icd10,78720,R1310,10000
78721-R1311,icd9-icd10,78721,R1311,00000
78722-R1312,icd9-icd10,78722,R1312,00000
78723-R1313,icd9-icd10,78723,R1313,00000
78724-R1314,icd9-icd10,78724,R1314,00000
78729-R1319,icd9-icd10,78729,R1319,10000
7873-R140,icd9-icd10,7873,R140,10000
7873-R141,icd9-icd10,7873,R141,10000
7873-R142,icd9-icd10,7873,R142,10000
7873-R143,icd9-icd10,7873,R143,10000
7874-R192,icd9-icd10,7874,R192,00000
7875-R1911,icd9-icd10,7875,R1911,10000
7875-R1912,icd9-icd10,7875,R1912,10000
7875-R1915,icd9-icd10,7875,R1915,10000
78760-R159,icd9-icd10,78760,R159,00000
78761-R150,icd9-icd10,78761,R150,00000
78762-R151,icd9-icd10,78762,R151,00000
78763-R152,icd9-icd10,78763,R152,00000
7877-R195,icd9-icd10,7877,R195,10000
78791-K522,icd9-icd10,78791,K522,10000
78791-K5289,icd9-icd10,78791,K5289,10000
78791-R197,icd9-icd10,78791,R197,10000
78799-R194,icd9-icd10,78799,R194,10000
78799-R198,icd9-icd10,78799,R198,10000
7880-N23,icd9-icd10,7880,N23,00000
7881-R300,icd9-icd10,7881,R300,10000
7881-R309,icd9-icd10,7881,R309,10000
78820-R339,icd9-icd10,78820,R339,00000
78821-R3914,icd9-icd10,78821,R3914,10000
78829-R338,icd9-icd10,78829,R338,10000
78830-R32,icd9-icd10,78830,R32,00000
78831-N3941,icd9-icd10,78831,N3941,00000
78832-N393,icd9-icd10,78832,N393,10000
78833-N3946,icd9-icd10,78833,N3946,00000
78834-N3942,icd9-icd10,78834,N3942,00000
78835-N3943,icd9-icd10,78835,N3943,00000
78836-N3944,icd9-icd10,78836,N3944,00000
78837-N3945,icd9-icd10,78837,N3945,00000
78838-N39490,icd9-icd10,78838,N39490,00000
78839-N39498,icd9-icd10,78839,N39498,00000
78841-R350,icd9-icd10,78841,R350,00000
78842-R358,icd9-icd10,78842,R358,00000
78843-R351,icd9-icd10,78843,R351,00000
7885-R34,icd9-icd10,7885,R34,00000
78861-R3913,icd9-icd10,78861,R3913,00000
78862-R3912,icd9-icd10,78862,R3912,10000
78863-R3915,icd9-icd10,78863,R3915,00000
78864-R3911,icd9-icd10,78864,R3911,00000
78865-R3916,icd9-icd10,78865,R3916,00000
78869-R3919,icd9-icd10,78869,R3919,00000
7887-R360,icd9-icd10,7887,R360,10000
7887-R369,icd9-icd10,7887,R369,10000
7888-R390,icd9-icd10,7888,R390,00000
78891-R3981,icd9-icd10,78891,R3981,00000
78899-R301,icd9-icd10,78899,R301,10000
78899-R392,icd9-icd10,78899,R392,10000
78899-R3989,icd9-icd10,78899,R3989,10000
78900-R109,icd9-icd10,78900,R109,10000
78901-R1011,icd9-icd10,78901,R1011,00000
78902-R1012,icd9-icd10,78902,R1012,00000
78903-R1031,icd9-icd10,78903,R1031,00000
78904-R1032,icd9-icd10,78904,R1032,00000
78905-R1033,icd9-icd10,78905,R1033,00000
78906-R1013,icd9-icd10,78906,R1013,00000
78907-R1084,icd9-icd10,78907,R1084,00000
78909-R1010,icd9-icd10,78909,R1010,10000
78909-R102,icd9-icd10,78909,R102,10000
78909-R1030,icd9-icd10,78909,R1030,10000
7891-R160,icd9-icd10,7891,R160,10000
7892-R161,icd9-icd10,7892,R161,10000
78930-R1900,icd9-icd10,78930,R1900,00000
78931-R1901,icd9-icd10,78931,R1901,00000
78932-R1902,icd9-icd10,78932,R1902,00000
78933-R1903,icd9-icd10,78933,R1903,00000
78934-R1904,icd9-icd10,78934,R1904,00000
78935-R1905,icd9-icd10,78935,R1905,00000
78936-R1906,icd9-icd10,78936,R1906,00000
78937-R1907,icd9-icd10,78937,R1907,00000
78939-R1909,icd9-icd10,78939,R1909,10000
78940-R1930,icd9-icd10,78940,R1930,10000
78941-R1931,icd9-icd10,78941,R1931,00000
78942-R1932,icd9-icd10,78942,R1932,00000
78943-R1933,icd9-icd10,78943,R1933,00000
78944-R1934,icd9-icd10,78944,R1934,00000
78945-R1935,icd9-icd10,78945,R1935,00000
78946-R1936,icd9-icd10,78946,R1936,00000
78947-R1937,icd9-icd10,78947,R1937,00000
78949-R1930,icd9-icd10,78949,R1930,10000
78951-R180,icd9-icd10,78951,R180,00000
78959-R188,icd9-icd10,78959,R188,00000
78960-R10819,icd9-icd10,78960,R10819,10000
78960-R10829,icd9-icd10,78960,R10829,10000
78961-R10811,icd9-icd10,78961,R10811,10000
78961-R10821,icd9-icd10,78961,R10821,10000
78962-R10812,icd9-icd10,78962,R10812,10000
78962-R10822,icd9-icd10,78962,R10822,10000
78963-R10813,icd9-icd10,78963,R10813,10000
78963-R10823,icd9-icd10,78963,R10823,10000
78964-R10814,icd9-icd10,78964,R10814,10000
78964-R10824,icd9-icd10,78964,R10824,10000
78965-R10815,icd9-icd10,78965,R10815,10000
78965-R10825,icd9-icd10,78965,R10825,10000
78966-R10816,icd9-icd10,78966,R10816,10000
78966-R10826,icd9-icd10,78966,R10826,10000
78967-R10817,icd9-icd10,78967,R10817,10000
78967-R10827,icd9-icd10,78967,R10827,10000
78969-R10819,icd9-icd10,78969,R10819,10000
78969-R10829,icd9-icd10,78969,R10829,10000
7897-R1083,icd9-icd10,7897,R1083,00000
7899-R198,icd9-icd10,7899,R198,10000
79001-R710,icd9-icd10,79001,R710,00000
79009-R718,icd9-icd10,79009,R718,00000
7901-R700,icd9-icd10,7901,R700,00000
79021-R7301,icd9-icd10,79021,R7301,00000
79022-R7302,icd9-icd10,79022,R7302,00000
79029-R7309,icd9-icd10,79029,R7309,10000
7903-R780,icd9-icd10,7903,R780,10000
7904-R740,icd9-icd10,7904,R740,00000
7905-R748,icd9-icd10,7905,R748,10000
7906-R7889,icd9-icd10,7906,R7889,10000
7906-R790,icd9-icd10,7906,R790,10000
7906-R7989,icd9-icd10,7906,R7989,10000
7907-R7881,icd9-icd10,7907,R7881,10000
7908-B349,icd9-icd10,7908,B349,10000
79091-R7981,icd9-icd10,79091,R7981,10000
79092-R791,icd9-icd10,79092,R791,00000
79093-R972,icd9-icd10,79093,R972,00000
79094-E0781,icd9-icd10,79094,E0781,00000
79095-R7982,icd9-icd10,79095,R7982,00000
79099-R7889,icd9-icd10,79099,R7889,10000
79099-R789,icd9-icd10,79099,R789,10000
7910-R803,icd9-icd10,7910,R803,10000
7910-R809,icd9-icd10,7910,R809,10000
7911-R820,icd9-icd10,7911,R820,00000
7912-R823,icd9-icd10,7912,R823,00000
7913-R821,icd9-icd10,7913,R821,00000
7914-R822,icd9-icd10,7914,R822,00000
7915-R81,icd9-icd10,7915,R81,00000
7916-R824,icd9-icd10,7916,R824,00000
7917-R8299,icd9-icd10,7917,R8299,10000
7919-R825,icd9-icd10,7919,R825,10000
7919-R8299,icd9-icd10,7919,R8299,10000
7920-R839,icd9-icd10,7920,R839,10000
7921-R195,icd9-icd10,7921,R195,10000
7922-R869,icd9-icd10,7922,R869,10000
7923-O289,icd9-icd10,7923,O289,10000
7924-R859,icd9-icd10,7924,R859,10000
7925-R880,icd9-icd10,7925,R880,00000
7929-R849,icd9-icd10,7929,R849,10000
7929-R859,icd9-icd10,7929,R859,10000
7929-R879,icd9-icd10,7929,R879,10000
7929-R888,icd9-icd10,7929,R888,10000
7929-R899,icd9-icd10,7929,R899,10000
7930-R930,icd9-icd10,7930,R930,10000
79311-R911,icd9-icd10,79311,R911,00000
79319-R918,icd9-icd10,79319,R918,00000
7932-R931,icd9-icd10,7932,R931,10000
7932-R938,icd9-icd10,7932,R938,10000
7933-R932,icd9-icd10,7933,R932,10000
7934-R933,icd9-icd10,7934,R933,10000
7935-R934,icd9-icd10,7935,R934,10000
7936-R935,icd9-icd10,7936,R935,10000
7937-R936,icd9-icd10,7937,R936,10000
7937-R937,icd9-icd10,7937,R937,10000
79380-R928,icd9-icd10,79380,R928,10000
79381-R920,icd9-icd10,79381,R920,00000
79382-R922,icd9-icd10,79382,R922,00000
79389-R928,icd9-icd10,79389,R928,10000
79391-R939,icd9-icd10,79391,R939,00000
79399-R938,icd9-icd10,79399,R938,10000
79400-R9409,icd9-icd10,79400,R9409,10000
79401-R9081,icd9-icd10,79401,R9081,00000
79402-R9401,icd9-icd10,79402,R9401,00000
79409-R9402,icd9-icd10,79409,R9402,10000
79409-R9409,icd9-icd10,79409,R9409,10000
79410-R94130,icd9-icd10,79410,R94130,00000
79411-R94111,icd9-icd10,79411,R94111,00000
79412-R94110,icd9-icd10,79412,R94110,00000
79413-R94112,icd9-icd10,79413,R94112,00000
79414-R94113,icd9-icd10,79414,R94113,00000
79415-R94120,icd9-icd10,79415,R94120,00000
79416-R94121,icd9-icd10,79416,R94121,00000
79417-R94131,icd9-icd10,79417,R94131,00000
79419-R94118,icd9-icd10,79419,R94118,10000
79419-R94128,icd9-icd10,79419,R94128,10000
79419-R94138,icd9-icd10,79419,R94138,10000
7942-R942,icd9-icd10,7942,R942,00000
79430-R9430,icd9-icd10,79430,R9430,00000
79431-R9431,icd9-icd10,79431,R9431,00000
79439-R9439,icd9-icd10,79439,R9439,00000
7944-R944,icd9-icd10,7944,R944,00000
7945-R946,icd9-icd10,7945,R946,00000
7946-R947,icd9-icd10,7946,R947,00000
7947-R948,icd9-icd10,7947,R948,10000
7948-R945,icd9-icd10,7948,R945,00000
7949-R948,icd9-icd10,7949,R948,10000
79500-R87619,icd9-icd10,79500,R87619,10000
79501-R87610,icd9-icd10,79501,R87610,00000
79502-R87611,icd9-icd10,79502,R87611,00000
79503-R87612,icd9-icd10,79503,R87612,00000
79504-R87613,icd9-icd10,79504,R87613,00000
79505-R87810,icd9-icd10,79505,R87810,00000
79506-R87614,icd9-icd10,79506,R87614,00000
79507-R87616,icd9-icd10,79507,R87616,00000
79508-R87615,icd9-icd10,79508,R87615,00000
79509-R87820,icd9-icd10,79509,R87820,10000
79510-R87628,icd9-icd10,79510,R87628,10000
79511-R87620,icd9-icd10,79511,R87620,00000
79512-R87621,icd9-icd10,79512,R87621,00000
79513-R87622,icd9-icd10,79513,R87622,00000
79514-R87623,icd9-icd10,79514,R87623,00000
79515-R87811,icd9-icd10,79515,R87811,10000
79516-R87624,icd9-icd10,79516,R87624,00000
79518-R87625,icd9-icd10,79518,R87625,00000
79519-R87628,icd9-icd10,79519,R87628,10000
7952-R898,icd9-icd10,7952,R898,10000
79531-R895,icd9-icd10,79531,R895,10000
79539-R899,icd9-icd10,79539,R899,10000
7954-R897,icd9-icd10,7954,R897,10000
79551-R7611,icd9-icd10,79551,R7611,00000
79552-R7612,icd9-icd10,79552,R7612,00000
7956-R768,icd9-icd10,7956,R768,10000
